,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
43,2,43,right,11,1.221,11,"[816, 826]",405.718,40.315,12,"[843, 538]",392.627,21.452
44,2,44,right,12,1.301,12,"[858, 844]",405.718,40.315,13,"[886, 537]",392.627,21.452
45,2,45,right,13,1.212,13,"[904, 827]",405.718,40.315,14,"[929, 541]",392.627,21.452
46,2,46,right,14,1.03,14,"[949, 774]",405.718,40.315,15,"[980, 532]",392.627,21.452
47,2,47,right,15,1.304,15,"[993, 847]",405.718,40.315,16,"[1015, 539]",392.627,21.452
48,2,48,right,16,1.035,16,"[1037, 788]",405.718,40.315,17,"[1069, 545]",392.627,21.452
49,2,49,right,17,1.239,17,"[1084, 832]",405.718,40.315,18,"[1113, 540]",392.627,21.452
50,2,50,right,18,1.357,18,"[1125, 872]",405.718,40.315,19,"[1155, 552]",392.627,21.452
51,2,51,right,19,1.306,19,"[1167, 853]",405.718,40.315,20,"[1195, 545]",392.627,21.452
52,2,52,right,20,1.178,20,"[1214, 816]",405.718,40.315,21,"[1239, 538]",392.627,21.452
53,2,53,right,21,1.405,21,"[1253, 874]",405.718,40.315,22,"[1277, 542]",392.627,21.452
54,2,54,right,22,1.29,22,"[1297, 855]",405.718,40.315,23,"[1316, 550]",392.627,21.452
55,2,55,right,23,1.256,23,"[1341, 841]",405.718,40.315,24,"[1358, 544]",392.627,21.452
56,2,56,right,24,0.936,24,"[1384, 750]",405.718,40.315,25,"[1412, 530]",392.627,21.452
57,2,57,right,25,1.139,25,"[1430, 809]",405.718,40.315,26,"[1452, 540]",392.627,21.452
58,2,58,right,26,1.035,26,"[1475, 781]",405.718,40.315,27,"[1486, 536]",392.627,21.452
59,2,59,right,27,0.933,27,"[1518, 703]",405.718,40.315,28,"[1525, 482]",392.627,21.452
60,2,60,right,28,1.094,28,"[1565, 790]",405.718,40.315,29,"[1556, 531]",392.627,21.452
61,2,61,right,29,1.022,29,"[1607, 746]",405.718,40.315,30,"[1575, 506]",392.627,21.452
62,2,62,right,30,1.359,30,"[1650, 798]",405.718,40.315,31,"[1594, 481]",392.627,21.452
63,2,63,right,31,0.841,31,"[1686, 765]",405.718,40.315,32,"[1641, 571]",392.627,21.452
